0.055,0.01345,5.7758,-0.13883,1.8236,0.054936,1.7143,-0.034033,0.00012209,-0.6941,0.0029734,-1.0377,-0.012135,0.50593,-0.11993,0.0037471,0.067532,0.0036117,0.15712,-0.038023,-0.42909,-0.34386,0.0037471,0.067532,0.0036117,0.15712,-0.038023,-0.42909,-0.34386,-5.5511e-17,-5.0417,0.14609,-2.3514,-0.061858,-1.4902,0.015919,-0.11836,0.024031,-0.90568,-1.2087e-05,-0.00015087,-7.9585e-05
0.056,0.013728,5.7769,-0.1389,1.8263,0.054804,1.7213,-0.03431,0.00012589,-0.69404,0.002977,-1.0375,-0.012174,0.5055,-0.12027,0.0037966,0.067413,0.0036699,0.15652,-0.038525,-0.43327,-0.3468,4.9433e-05,-0.00011921,5.8208e-05,-0.00059603,-0.00050198,-0.0041723,-0.002943,0,-5.0418,0.1461,-2.3503,-0.061833,-1.4901,0.015875,-0.11725,0.023661,-0.90778,-1.4046e-05,-0.00015668,-7.9988e-05
0.057,0.013467,5.7575,-0.1404,1.8478,0.054883,1.7194,-0.033832,0.00012972,-0.69397,0.0029808,-1.0374,-0.012213,0.50508,-0.12063,0.0038279,0.064135,0.0037348,0.14913,-0.039722,-0.42051,-0.35269,3.133e-05,-0.0032783,6.496e-05,-0.007391,-0.0011967,0.012755,-0.005886,-0.01345,-5.7758,0.13883,-1.8236,-0.054936,-1.7143,0.034033,-0.29164,0.052214,-0.95133,5.5075e-05,0.00029952,-0.00014998
0.058,0.013182,5.7356,-0.14235,1.869,0.054904,1.7166,-0.033316,0.00013358,-0.69391,0.0029845,-1.0372,-0.012254,0.50467,-0.12098,0.0038602,0.060916,0.0037926,0.14186,-0.040909,-0.40722,-0.35846,3.2305e-05,-0.0032186,5.7742e-05,-0.0072718,-0.0011874,0.013292,-0.0057668,-0.013728,-5.7769,0.1389,-1.8263,-0.054804,-1.7213,0.03431,-0.29536,0.052715,-0.95206,5.6883e-05,0.00031798,-0.00014921
0.059,0.012891,5.7123,-0.14461,1.8903,0.054827,1.714,-0.032804,0.00013746,-0.69385,0.0029884,-1.0371,-0.012296,0.50428,-0.12135,0.0038823,0.057757,0.0038259,0.13471,-0.042004,-0.39446,-0.36417,2.2133e-05,-0.0031591,3.3295e-05,-0.0071526,-0.0010943,0.012755,-0.0057146,-0.013467,-5.7575,0.1404,-1.8478,-0.054883,-1.7194,0.033832,-0.29101,0.05199,-0.95468,5.3798e-05,0.00030681,-0.00014787
0.06,0.012566,5.6654,-0.14724,1.9224,0.054756,1.7111,-0.032192,0.00014137,-0.6938,0.0029923,-1.037,-0.012339,0.50389,-0.12172,0.0039137,0.054896,0.0038736,0.12755,-0.04314,-0.38207,-0.36988,3.1374e-05,-0.002861,4.773e-05,-0.0071526,-0.0011362,0.012398,-0.0057146,-0.013182,-5.7356,0.14235,-1.869,-0.054904,-1.7166,0.033316,-0.28702,0.0518,-0.95736,5.3731e-05,0.0002989,-0.00014608
0.061,0.012286,5.6458,-0.15063,1.9384,0.054473,1.7077,-0.031697,0.0001453,-0.69375,0.0029962,-1.0368,-0.012384,0.50352,-0.12209,0.0039281,0.051975,0.0039088,0.12112,-0.044214,-0.36967,-0.37538,1.4421e-05,-0.0029206,3.5158e-05,-0.0064373,-0.0010747,0.012398,-0.0054985,-0.012891,-5.7123,0.14461,-1.8903,-0.054827,-1.714,0.032804,-0.28384,0.051334,-0.95397,5.2845e-05,0.00029986,-0.00014174
0.062,0.01198,5.6087,-0.15415,1.9643,0.054175,1.705,-0.031143,0.00014924,-0.6937,0.0030001,-1.0367,-0.012429,0.50317,-0.12248,0.0039388,0.049114,0.0039286,0.11432,-0.045249,-0.35805,-0.38086,1.0623e-05,-0.002861,1.9791e-05,-0.0067949,-0.0010347,0.011623,-0.0054762,-0.012566,-5.6654,0.14724,-1.9224,-0.054756,-1.7111,0.032192,-0.27717,0.050625,-0.95686,4.9664e-05,0.00028122,-0.00014187
0.063,0.011667,5.5728,-0.15812,1.9867,0.05377,1.7015,-0.030587,0.00015317,-0.69365,0.003004,-1.0366,-0.012475,0.50282,-0.12286,0.0039251,0.046492,0.0039304,0.10812,-0.046182,-0.34642,-0.38617,-1.3693e-05,-0.0026226,1.8627e-06,-0.0061989,-0.00093225,0.011623,-0.0053123,-0.012286,-5.6458,0.15063,-1.9384,-0.054473,-1.7077,0.031697,-0.274,0.05008,-0.95493,4.7704e-05,0.00028065,-0.00013719
0.064,0.011383,5.5438,-0.16252,2.0047,0.053286,1.698,-0.030076,0.00015708,-0.69361,0.003008,-1.0365,-0.012522,0.50248,-0.12325,0.0039161,0.043869,0.0039325,0.10216,-0.047161,-0.33522,-0.39141,-8.9933e-06,-0.0026226,2.0955e-06,-0.0059605,-0.00097975,0.011206,-0.0052378,-0.01198,-5.6087,0.15415,-1.9643,-0.054175,-1.705,0.031143,-0.27032,0.050253,-0.95832,4.803e-05,0.00027407,-0.00013552
0.065,0.011083,5.5183,-0.16733,2.0213,0.052665,1.6946,-0.029572,0.00016096,-0.69357,0.0030118,-1.0364,-0.01257,0.50216,-0.12365,0.003879,0.041127,0.0039013,0.096083,-0.04799,-0.32413,-0.39646,-3.7107e-05,-0.0027418,-3.1199e-05,-0.0060797,-0.00082888,0.011086,-0.0050515,-0.011667,-5.5728,0.15812,-1.9867,-0.05377,-1.7015,0.030587,-0.2669,0.049485,-0.95501,4.5155e-05,0.00027603,-0.00013017
0.066,0.010808,5.4911,-0.1724,2.0377,0.052027,1.6914,-0.029085,0.00016481,-0.69353,0.0030157,-1.0363,-0.012619,0.50185,-0.12405,0.0038496,0.038505,0.0038773,0.090241,-0.04893,-0.3137,-0.40165,-2.9322e-05,-0.0026226,-2.3982e-05,-0.0058413,-0.0009397,0.010431,-0.0051856,-0.011383,-5.5438,0.16252,-2.0047,-0.053286,-1.698,0.030076,-0.26131,0.049903,-0.95919,4.4627e-05,0.00025417,-0.00013242
0.067,0.010487,5.4485,-0.17763,2.0598,0.051351,1.6875,-0.02852,0.00016859,-0.69349,0.0030196,-1.0362,-0.012669,0.50154,-0.12446,0.0037811,0.03618,0.0038205,0.084639,-0.049701,-0.30321,-0.40659,-6.8583e-05,-0.0023246,-5.6811e-05,-0.0056028,-0.00077114,0.01049,-0.0049397,-0.011083,-5.5183,0.16733,-2.0213,-0.052665,-1.6946,0.029572,-0.25842,0.049148,-0.95627,4.1511e-05,0.00025505,-0.00012716
0.068,0.010201,5.4182,-0.18338,2.0764,0.050574,1.684,-0.028018,0.00017231,-0.69346,0.0030233,-1.0362,-0.012719,0.50125,-0.12487,0.0037171,0.033617,0.0037691,0.078917,-0.050558,-0.29308,-0.4115,-6.397e-05,-0.002563,-5.1456e-05,-0.0057221,-0.00085682,0.010133,-0.0049099,-0.010808,-5.4911,0.1724,-2.0377,-0.052027,-1.6914,0.029085,-0.25537,0.049807,-0.95513,4.2936e-05,0.00025121,-0.00012522
0.069,0.0099124,5.3905,-0.18923,2.0905,0.049726,1.6804,-0.027533,0.00017594,-0.69343,0.003027,-1.0361,-0.012771,0.50097,-0.12529,0.0036318,0.031114,0.0036769,0.073433,-0.051299,-0.28318,-0.41635,-8.5245e-05,-0.0025034,-9.2201e-05,-0.0054836,-0.00074133,0.0098944,-0.0048503,-0.010487,-5.4485,0.17763,-2.0598,-0.051351,-1.6875,0.02852,-0.25027,0.04912,-0.95654,3.8778e-05,0.00023952,-0.00012356
0.07,0.0096051,5.348,-0.19534,2.1108,0.048873,1.6765,-0.026989,0.00017947,-0.6934,0.0030306,-1.036,-0.012823,0.50069,-0.12571,0.0035293,0.028849,0.0035849,0.068069,-0.052044,-0.27359,-0.42111,-0.00010258,-0.002265,-9.1968e-05,-0.0053644,-0.00074506,0.0095964,-0.0047609,-0.010201,-5.4182,0.18338,-2.0764,-0.050574,-1.684,0.028018,-0.24776,0.049493,-0.95449,3.9097e-05,0.0002391,-0.00012002
0.071,0.0093487,5.3344,-0.20192,2.1162,0.047858,1.6726,-0.026572,0.00018288,-0.69337,0.003034,-1.0359,-0.012875,0.50043,-0.12613,0.003414,0.026286,0.0034689,0.062942,-0.052771,-0.26399,-0.42576,-0.00011527,-0.002563,-0.00011595,-0.005126,-0.00072643,0.0095964,-0.0046492,-0.0099124,-5.3905,0.18923,-2.0905,-0.049726,-1.6804,0.027533,-0.24458,0.049608,-0.95572,3.7722e-05,0.00023247,-0.00011776
0.072,0.0090573,5.3026,-0.20845,2.1305,0.046852,1.6689,-0.026085,0.00018616,-0.69335,0.0030374,-1.0359,-0.012929,0.50018,-0.12656,0.0032723,0.023901,0.0033232,0.057697,-0.053406,-0.25487,-0.43036,-0.00014174,-0.0023842,-0.00014575,-0.0052452,-0.00063516,0.0091195,-0.0046045,-0.0096051,-5.348,0.19534,-2.1108,-0.048873,-1.6765,0.026989,-0.24024,0.049333,-0.95471,3.4922e-05,0.00022504,-0.00011541
0.073,0.0087657,5.2649,-0.21515,2.1467,0.045831,1.6651,-0.025584,0.00018928,-0.69333,0.0030405,-1.0358,-0.012983,0.49993,-0.127,0.0031253,0.021636,0.0031681,0.052571,-0.054057,-0.24611,-0.43496,-0.00014694,-0.002265,-0.00015506,-0.005126,-0.00065099,0.0087619,-0.0046045,-0.0093487,-5.3344,0.20192,-2.1162,-0.047858,-1.6726,0.026572,-0.23688,0.0497,-0.95409,3.3862e-05,0.00021445,-0.00011476
0.074,0.0084803,5.2343,-0.22217,2.1587,0.044721,1.6611,-0.02511,0.00019223,-0.69331,0.0030435,-1.0358,-0.013038,0.49969,-0.12744,0.0029503,0.019312,0.0029909,0.047565,-0.054652,-0.23732,-0.43942,-0.00017499,-0.0023246,-0.00017718,-0.0050068,-0.00059512,0.0087917,-0.0044554,-0.0090573,-5.3026,0.20845,-2.1305,-0.046852,-1.6689,0.026085,-0.23362,0.049744,-0.95105,3.2311e-05,0.00021015,-0.00011153
