0.79,-1.0539,-4.3214,-2.4524,10.066,-0.059573,1.3988,0.035529,1.0366,-0.70757,-0.0011826,-1.7549,-0.00088643,1.0473,-0.54784,-0.314,-0.23711,-0.035863,-0.265,-0.02728,0.027537,-0.32342,-15.497,-20.444,-10.075,-23.007,-7.8151,2.265,-28.551,1.0408,4.298,2.4238,-10.057,0.056113,-1.4,-0.035099,1.0381,-0.70643,-0.0010232,-1.7536,-0.00076579,1.0472,-0.54628,1.0396,-0.70539,-0.00091347,-1.7525,-0.00068308,1.0471,-0.54486,0,-2.0897,-0.1652,9.9541,0.23787,1.6102,-1.5296e-07,0.38554,0.20498,-1.8167,-0.0051299,0.0061555,-8.2433e-09
0.795,-1.0766,-4.3282,-2.5018,10.06,-0.066186,1.3949,0.036273,1.035,-0.70882,-0.0013935,-1.7563,-0.0010463,1.0475,-0.54954,-0.32973,-0.25791,-0.046254,-0.28789,-0.035148,0.029802,-0.35244,-15.736,-20.802,-10.391,-22.888,-7.8678,2.265,-29.027,1.0655,4.3161,2.4775,-10.056,0.063111,-1.396,-0.035909,1.0366,-0.70757,-0.0011826,-1.7549,-0.00088643,1.0473,-0.54784,1.0381,-0.70643,-0.0010232,-1.7536,-0.00076579,1.0472,-0.54628,-5.5511e-17,-2.0724,-0.16324,9.9554,0.23813,1.6103,-1.3177e-07,0.39638,0.20862,-1.8114,-0.0037141,0.0093834,-1.1726e-08
0.8,-1.0941,-4.3322,-2.5393,10.059,-0.071274,1.392,0.036855,1.0333,-0.71017,-0.0016578,-1.7578,-0.001247,1.0476,-0.5514,-0.34571,-0.27895,-0.057048,-0.31126,-0.043343,0.032186,-0.38218,-15.974,-21.04,-10.794,-23.365,-8.1956,2.3842,-29.743,1.0845,4.3214,2.5189,-10.052,0.068478,-1.3925,-0.036526,1.035,-0.70882,-0.0013935,-1.7563,-0.0010463,1.0475,-0.54954,1.0366,-0.70757,-0.0011826,-1.7549,-0.00088643,1.0473,-0.54784,0,-2.0537,-0.1607,9.9568,0.23841,1.6103,-9.8916e-08,0.40198,0.21199,-1.8068,-0.0039526,0.0092243,-1.0912e-08
0.805,-1.1073,-4.332,-2.5674,10.06,-0.075029,1.39,0.037297,1.0315,-0.71163,-0.0019767,-1.7594,-0.0014891,1.0478,-0.5534,-0.3618,-0.30017,-0.068177,-0.33498,-0.052043,0.03469,-0.41235,-16.093,-21.219,-11.13,-23.723,-8.6997,2.5034,-30.16,1.0983,4.323,2.5478,-10.051,0.072819,-1.3899,-0.037023,1.0333,-0.71017,-0.0016578,-1.7578,-0.001247,1.0476,-0.5514,1.035,-0.70882,-0.0013935,-1.7563,-0.0010463,1.0475,-0.54954,0,-2.0336,-0.15758,9.9583,0.23872,1.6104,-1.5231e-07,0.40808,0.21571,-1.8056,-0.0047604,0.0086274,-1.1696e-08
0.81,-1.1166,-4.3084,-2.5861,10.051,-0.077912,1.3879,0.0376,1.0296,-0.7132,-0.0023518,-1.7612,-0.0017749,1.048,-0.55555,-0.37813,-0.32163,-0.079629,-0.35858,-0.060666,0.037312,-0.44298,-16.332,-21.458,-11.451,-23.603,-8.6234,2.6226,-30.637,1.1125,4.3158,2.5778,-10.052,0.076627,-1.3885,-0.037459,1.0315,-0.71163,-0.0019767,-1.7594,-0.0014891,1.0478,-0.5534,1.0333,-0.71017,-0.0016578,-1.7578,-0.001247,1.0476,-0.5514,0,-2.012,-0.15384,9.9599,0.23904,1.6105,-1.5053e-07,0.41078,0.21853,-1.8048,-0.0051163,0.0081274,-1.0132e-08
0.815,-1.1262,-4.2915,-2.6049,10.051,-0.08071,1.3871,0.037909,1.0277,-0.71487,-0.0027843,-1.7631,-0.0021052,1.0482,-0.55786,-0.39422,-0.34297,-0.091246,-0.38242,-0.069667,0.039697,-0.47392,-16.093,-21.338,-11.617,-23.842,-9.0007,2.3842,-30.935,1.1276,4.3053,2.609,-10.055,0.080989,-1.3877,-0.037949,1.0296,-0.7132,-0.0023518,-1.7612,-0.0017749,1.048,-0.55555,1.0315,-0.71163,-0.0019767,-1.7594,-0.0014891,1.0478,-0.5534,5.5511e-17,-1.9889,-0.14946,9.9617,0.23939,1.6106,-1.7443e-07,0.41746,0.22068,-1.8006,-0.003096,0.010212,-1.2068e-08
0.82,-1.1343,-4.2555,-2.6203,10.041,-0.083116,1.386,0.038145,1.0257,-0.71665,-0.0032754,-1.765,-0.0024814,1.0484,-0.56032,-0.41056,-0.3643,-0.10292,-0.40591,-0.078923,0.0422,-0.50491,-16.332,-21.338,-11.671,-23.484,-9.2564,2.5034,-30.994,1.1307,4.273,2.6135,-10.05,0.081941,-1.3872,-0.038035,1.0277,-0.71487,-0.0027843,-1.7631,-0.0021052,1.0482,-0.55786,1.0296,-0.7132,-0.0023518,-1.7612,-0.0017749,1.048,-0.55555,5.5511e-17,-1.9644,-0.14444,9.9635,0.23977,1.6107,-1.8206e-07,0.42144,0.22055,-1.799,-0.0029547,0.011724,-1.4981e-08
0.825,-1.1406,-4.238,-2.6308,10.049,-0.084848,1.3866,0.038355,1.0236,-0.71853,-0.0038258,-1.7671,-0.0029048,1.0486,-0.56294,-0.42665,-0.3854,-0.11489,-0.42987,-0.088391,0.044823,-0.53638,-16.093,-21.1,-11.976,-23.961,-9.4674,2.6226,-31.471,1.1397,4.2523,2.6303,-10.052,0.084414,-1.3871,-0.038313,1.0257,-0.71665,-0.0032754,-1.765,-0.0024814,1.0484,-0.56032,1.0277,-0.71487,-0.0027843,-1.7631,-0.0021052,1.0482,-0.55786,5.5511e-17,-1.9384,-0.13875,9.9655,0.24017,1.6108,-1.1979e-07,0.42464,0.2216,-1.7988,-0.0013504,0.013117,-1.6491e-08
0.83,-1.1393,-4.1848,-2.6244,10.038,-0.08466,1.3868,0.038286,1.0214,-0.72052,-0.0044378,-1.7694,-0.0033764,1.0488,-0.56571,-0.44274,-0.40662,-0.1274,-0.45323,-0.098237,0.047207,-0.56791,-16.093,-21.219,-12.506,-23.365,-9.8457,2.3842,-31.531,1.1404,4.2003,2.6282,-10.039,0.084958,-1.3866,-0.038321,1.0236,-0.71853,-0.0038258,-1.7671,-0.0029048,1.0486,-0.56294,1.0257,-0.71665,-0.0032754,-1.765,-0.0024814,1.0484,-0.56032,-5.5511e-17,-1.9111,-0.13236,9.9675,0.24059,1.6109,-2.006e-07,0.4232,0.22261,-1.7983,-0.0023813,0.01232,-1.4934e-08
0.835,-1.1449,-4.1542,-2.6324,10.047,-0.086063,1.3888,0.038443,1.0191,-0.72262,-0.005111,-1.7717,-0.003897,1.0491,-0.56865,-0.45872,-0.42742,-0.13953,-0.47696,-0.10822,0.04971,-0.59932,-15.974,-20.802,-12.135,-23.723,-9.9877,2.5034,-31.412,1.1422,4.1574,2.6281,-10.037,0.085462,-1.3876,-0.038358,1.0214,-0.72052,-0.0044378,-1.7694,-0.0033764,1.0488,-0.56571,1.0236,-0.71853,-0.0038258,-1.7671,-0.0029048,1.0486,-0.56294,1.1102e-16,-1.8823,-0.12526,9.9697,0.24104,1.611,-2.7914e-07,0.42453,0.22175,-1.7957,-0.0013093,0.01356,-1.5851e-08
0.84,-1.143,-4.0867,-2.6233,10.034,-0.08565,1.3895,0.038339,1.0168,-0.72482,-0.005847,-1.7741,-0.0044691,1.0493,-0.57174,-0.47445,-0.44823,-0.15231,-0.49984,-0.11848,0.052452,-0.63086,-15.736,-20.802,-12.772,-22.888,-10.252,2.7418,-31.531,1.1455,4.1125,2.6308,-10.038,0.086244,-1.3891,-0.038423,1.0191,-0.72262,-0.005111,-1.7717,-0.003897,1.0491,-0.56865,1.0214,-0.72052,-0.0044378,-1.7694,-0.0033764,1.0488,-0.56571,5.5511e-17,-1.8521,-0.11745,9.972,0.24151,1.6111,-2.6189e-07,0.42483,0.22236,-1.7997,-0.00060159,0.013534,-1.6111e-08
0.845,-1.1417,-4.0261,-2.6148,10.029,-0.085263,1.3913,0.038253,1.0144,-0.72712,-0.0066467,-1.7767,-0.0050929,1.0496,-0.57499,-0.49019,-0.46861,-0.16505,-0.52261,-0.12893,0.054955,-0.66239,-15.736,-20.385,-12.741,-22.769,-10.455,2.5034,-31.531,1.1416,4.0577,2.6169,-10.036,0.085187,-1.391,-0.038274,1.0168,-0.72482,-0.005847,-1.7741,-0.0044691,1.0493,-0.57174,1.0191,-0.72262,-0.005111,-1.7717,-0.003897,1.0491,-0.56865,0,-1.8206,-0.10888,9.9744,0.242,1.6112,-2.6413e-07,0.42424,0.22096,-1.8005,-0.00025193,0.014535,-1.5555e-08
0.85,-1.138,-3.9649,-2.6003,10.025,-0.084267,1.3931,0.038105,1.0119,-0.72953,-0.0075105,-1.7794,-0.00577,1.0499,-0.57839,-0.50545,-0.48852,-0.17816,-0.54491,-0.13964,0.057459,-0.6941,-15.259,-19.908,-13.118,-22.292,-10.714,2.5034,-31.71,1.142,3.9917,2.6118,-10.029,0.085174,-1.3928,-0.038225,1.0144,-0.72712,-0.0066467,-1.7767,-0.0050929,1.0496,-0.57499,1.0168,-0.72482,-0.005847,-1.7741,-0.0044691,1.0493,-0.57174,-5.5511e-17,-1.7878,-0.099559,9.977,0.24252,1.6113,-1.7793e-07,0.42429,0.22124,-1.8004,-0.00012117,0.015871,-1.7334e-08
0.855,-1.1367,-3.8948,-2.5904,10.018,-0.083904,1.3952,0.038017,1.0093,-0.73203,-0.0084402,-1.7822,-0.0065012,1.0502,-0.58196,-0.52071,-0.50813,-0.19112,-0.56684,-0.15041,0.060201,-0.72545,-15.259,-19.61,-12.955,-21.934,-10.763,2.7418,-31.352,1.1388,3.9316,2.598,-10.027,0.084284,-1.3946,-0.038098,1.0119,-0.72953,-0.0075105,-1.7794,-0.00577,1.0499,-0.57839,1.0144,-0.72712,-0.0066467,-1.7767,-0.0050929,1.0496,-0.57499,2.7756e-17,-1.7536,-0.089446,9.9796,0.24307,1.6114,-2.1633e-07,0.42299,0.21853,-1.7996,0.00014362,0.016385,-1.6802e-08
0.86,-1.1309,-3.8186,-2.5699,10.015,-0.082139,1.3985,0.037772,1.0067,-0.73463,-0.0094364,-1.7851,-0.007288,1.0505,-0.58568,-0.53549,-0.5275,-0.20453,-0.58866,-0.16176,0.062704,-0.75638,-14.782,-19.372,-13.405,-21.815,-11.349,2.5034,-30.935,1.1308,3.8552,2.5729,-10.021,0.082003,-1.3976,-0.037795,1.0093,-0.73203,-0.0084402,-1.7822,-0.0065012,1.0502,-0.58196,1.0119,-0.72953,-0.0075105,-1.7794,-0.00577,1.0499,-0.57839,-2.7756e-17,-1.7182,-0.078528,9.9823,0.24364,1.6116,-2.8744e-07,0.41882,0.21753,-1.7999,0.0015018,0.016259,-1.5128e-08
0.865,-1.1284,-3.7432,-2.556,10.01,-0.081379,1.4012,0.037642,1.0039,-0.73732,-0.010499,-1.7881,-0.0081314,1.0508,-0.58956,-0.55015,-0.54616,-0.21778,-0.60964,-0.17307,0.065327,-0.78768,-14.663,-18.656,-13.251,-20.981,-11.316,2.6226,-31.292,1.1268,3.7796,2.5559,-10.016,0.080784,-1.4001,-0.037615,1.0067,-0.73463,-0.0094364,-1.7851,-0.007288,1.0505,-0.58568,1.0093,-0.73203,-0.0084402,-1.7822,-0.0065012,1.0502,-0.58196,-5.5511e-17,-1.6815,-0.066795,9.9852,0.24423,1.6117,-3.0947e-07,0.41881,0.21568,-1.7979,0.0024972,0.018665,-1.7009e-08
0.87,-1.1205,-3.681,-2.5293,10.02,-0.078699,1.4056,0.037343,1.0011,-0.74011,-0.011629,-1.7912,-0.0090332,1.0512,-0.59359,-0.56458,-0.56434,-0.2314,-0.63074,-0.18515,0.067949,-0.81861,-14.424,-18.179,-13.626,-21.1,-12.075,2.6226,-30.935,1.1212,3.7006,2.5347,-10.011,0.079178,-1.4032,-0.037389,1.0039,-0.73732,-0.010499,-1.7881,-0.0081314,1.0508,-0.58956,1.0067,-0.73463,-0.0094364,-1.7851,-0.007288,1.0505,-0.58568,2.7756e-17,-1.6437,-0.054222,9.9881,0.24485,1.6118,-2.5005e-07,0.41558,0.21548,-1.802,0.0017176,0.018135,-1.7409e-08
0.875,-1.1082,-3.5839,-2.492,10.005,-0.075324,1.408,0.036901,0.99828,-0.74298,-0.012828,-1.7944,-0.0099937,1.0515,-0.59777,-0.57882,-0.5821,-0.24544,-0.65041,-0.19698,0.070691,-0.84954,-14.245,-17.762,-14.034,-19.669,-11.835,2.7418,-30.935,1.1126,3.614,2.5059,-10.005,0.076648,-1.4067,-0.037055,1.0011,-0.74011,-0.011629,-1.7912,-0.0090332,1.0512,-0.59359,1.0039,-0.73732,-0.010499,-1.7881,-0.0081314,1.0508,-0.58956,-5.5511e-17,-1.6047,-0.040786,9.9912,0.24549,1.6119,-3.2829e-07,0.41189,0.21244,-1.8014,0.0040597,0.019744,-1.7345e-08
