2724.52	-1.53991	-23.3396	-1.91603	-9.1667	-0.491962	-0.959074	0.0562789	-2.09924	1.47354	-2.63206	-0.261844	-0.753668	3.11811	2.08262	0.0693798	-0.11158	0.383615	-0.00309944	0.0944137	0.0982284	2.79999	27.895	-230.789	99.6589	-7.62939	339.508	693.083	6891.01	1.06148	29.033	2.42413	11.5124	0.572009	1.18096	-0.0799086	-0.928305	-1.19563	1.00723	-0.331764	-0.0558128	1.94468	0.611074	-0.928305	-1.19563	1.00723	-0.331764	-0.0558128	1.94468	0.611074	-3.88578e-16	-28.919	-2.48144	-11.1899	-0.503953	-1.19618	0.0738258	-0.59577	-0.968746	-0.0620629	-0.643623	-0.070888	-0.0597229	0.0183311	-0.0979356	1.14023	1.07896	-1.78814e-07	1.49012e-08	-1.56462e-07	
2724.53	1.95148	-29.171	-2.69219	-10.8084	-0.416166	-1.25501	0.0471867	-2.09865	1.4726	-2.62845	-0.261851	-0.752667	3.11873	2.1103	0.0581741	-0.0903606	0.331402	-0.0214577	0.127554	0.0481605	2.73657	-11.2057	21.2193	-52.2137	-18.3582	33.1402	-50.0679	-63.4193	-0.891358	30.6867	2.75614	11.7866	0.507464	1.32148	-0.0615542	-2.09924	1.47354	-2.63206	-0.261844	-0.753668	3.11811	2.08262	-2.09924	1.47354	-2.63206	-0.261844	-0.753668	3.11811	2.08262	-1.7486e-15	-28.9135	-2.49234	-11.1654	-0.502452	-1.19649	0.0692846	-1.33464	-0.75716	-0.00686489	-0.734933	-0.134816	-0.00286554	0.0283802	-0.704418	1.87936	0.763809	3.65078e-07	4.76837e-07	-8.79169e-07	
2724.54	3.33522	-30.6137	-2.9262	-11.1524	-0.368491	-1.36901	0.0377008	-2.09803	1.47171	-2.62532	-0.261834	-0.7513	3.11912	2.13723	0.071764	-0.148535	0.277042	-0.0145435	0.18096	0.0426769	2.63548	13.5899	-58.1741	-54.3594	6.91414	53.4057	-5.48363	-101.089	-4.04546	34.6876	3.34317	12.7438	0.408116	1.55833	-0.0462108	-2.09865	1.4726	-2.62845	-0.261851	-0.752667	3.11873	2.1103	-2.09865	1.4726	-2.62845	-0.261851	-0.752667	3.11873	2.1103	2.47025e-15	-28.9086	-2.50152	-11.1441	-0.501019	-1.197	0.0647956	-1.54528	-0.928301	-0.013508	-0.896073	-0.155286	-0.0274767	0.0326231	-0.984832	1.94104	0.990859	6.74278e-07	3.72529e-07	-6.10948e-07	
2724.55	4.66917	-36.5773	-3.56067	-13.4241	-0.404096	-1.67768	0.0395162	-2.09725	1.47061	-2.62252	-0.261978	-0.749677	3.11913	2.16317	0.0925064	-0.147581	0.255346	-0.0112057	0.184536	0.00476837	2.55322	20.7424	0.953674	-21.6961	3.33786	3.57628	-37.9086	-82.2544	-5.75572	34.9692	3.49069	12.4151	0.310617	1.61045	-0.0275794	-2.09803	1.47171	-2.62532	-0.261834	-0.7513	3.11912	2.13723	-2.09803	1.47171	-2.62532	-0.261834	-0.7513	3.11912	2.13723	-5.41234e-15	-28.903	-2.51051	-11.125	-0.499388	-1.19824	0.060374	-1.00708	-1.3272	-0.0780439	-0.98621	-0.109642	-0.129216	0.0253123	-0.830617	1.00248	1.60009	-3.98606e-07	7.45058e-08	1.04308e-07	
2724.56	5.97285	-41.7375	-4.12742	-15.2532	-0.428534	-1.91715	0.0364643	-2.09618	1.46917	-2.61986	-0.262326	-0.747815	3.11888	2.18795	0.125647	-0.144243	0.26989	-0.0493526	0.207186	-0.0493526	2.40397	33.1402	3.33786	14.5435	-38.147	22.6498	-54.121	-149.25	-6.92598	39.4186	3.98311	14.0375	0.330234	1.82869	-0.0247157	-2.09725	1.47061	-2.62252	-0.261978	-0.749677	3.11913	2.16317	-2.09725	1.47061	-2.62252	-0.261978	-0.749677	3.11913	2.16317	8.04912e-16	-28.8957	-2.51997	-11.1067	-0.497304	-1.20027	0.0560285	-2.82707	-0.553269	0.0837911	-1.06138	-0.265354	0.0681306	0.0516086	-2.05214	3.20681	0.432257	8.41916e-07	4.02331e-07	-6.70552e-07	
2724.57	6.04896	-42.4419	-4.20884	-15.5494	-0.43626	-1.95545	0.0307798	-2.09473	1.46719	-2.61722	-0.26281	-0.745651	3.11811	2.21123	0.164986	-0.215769	0.27132	-0.0495911	0.237226	-0.114441	2.23446	39.3391	-71.5256	1.43051	-0.238419	30.0407	-65.0883	-169.516	-6.89866	41.0496	4.13755	14.7151	0.360554	1.89395	-0.0218605	-2.09618	1.46917	-2.61986	-0.262326	-0.747815	3.11888	2.18795	-2.09618	1.46917	-2.61986	-0.262326	-0.747815	3.11888	2.18795	4.44089e-16	-28.8862	-2.52954	-11.0886	-0.49443	-1.20344	0.0517884	-3.0689	-0.521602	0.0989767	-1.12287	-0.285772	0.0735734	0.0555795	-2.31927	3.35731	0.388545	1.13435e-06	9.23872e-07	-7.97212e-07	
2724.58	7.09093	-43.1963	-4.36053	-15.5605	-0.381185	-2.00643	0.0164332	-2.09287	1.46463	-2.61445	-0.263503	-0.743411	3.11706	2.23303	0.202656	-0.27442	0.293016	-0.0813007	0.21863	-0.14472	2.10404	37.6701	-58.651	21.6961	-31.7097	-18.5966	-30.2792	-130.415	-4.98959	42.593	4.152	15.8714	0.485706	1.96562	-0.0324599	-2.09473	1.46719	-2.61722	-0.26281	-0.745651	3.11811	2.21123	-2.09473	1.46719	-2.61722	-0.26281	-0.745651	3.11811	2.21123	3.05311e-15	-28.8736	-2.54034	-11.0691	-0.490812	-1.2076	0.0476676	-2.26953	-1.02429	0.0118843	-1.1703	-0.219898	-0.0277523	0.0445375	-1.70707	2.4982	1.08309	4.09782e-07	4.91738e-07	-7.18981e-07	
2724.59	7.89077	-43.0593	-4.42374	-15.2317	-0.328103	-1.9986	0.00262686	-2.09059	1.46134	-2.61136	-0.26447	-0.741175	3.11556	2.2532	0.243664	-0.343084	0.333071	-0.113726	0.217676	-0.202179	1.92904	41.008	-68.6645	40.0543	-32.4249	-0.953674	-57.4589	-174.999	-8.27721	39.4133	4.11425	13.631	0.235355	1.8761	0.00668207	-2.09287	1.46463	-2.61445	-0.263503	-0.743411	3.11706	2.23303	-2.09287	1.46463	-2.61445	-0.263503	-0.743411	3.11706	2.23303	2.80331e-15	-28.8574	-2.5532	-11.0471	-0.486216	-1.21304	0.0436732	-2.4631	-0.828711	0.0410401	-1.14855	-0.231993	-0.0210513	0.0462671	-2.11509	2.34735	0.884931	6.35162e-07	6.55651e-07	-4.39584e-07	
2724.6	6.80925	-45.3061	-4.57509	-16.4676	-0.413971	-2.12573	0.0079591	-2.08781	1.45752	-2.60783	-0.265656	-0.73896	3.11356	2.2715	0.303745	-0.392199	0.380993	-0.121593	0.205278	-0.224113	1.75071	60.0815	-49.1142	47.9221	-7.86781	-12.3978	-21.9345	-178.337	-8.52928	38.1454	4.03348	12.9845	0.186868	1.83573	0.0177774	-2.09059	1.46134	-2.61136	-0.26447	-0.741175	3.11556	2.2532	-2.09059	1.46134	-2.61136	-0.26447	-0.741175	3.11556	2.2532	-3.55271e-15	-28.8382	-2.5681	-11.0216	-0.480549	-1.21956	0.0398429	-2.10072	-0.976093	0.00939803	-1.14344	-0.199144	-0.0737062	0.0401418	-2.00424	1.7231	1.1453	1.15484e-07	4.17233e-07	-1.04308e-07	
2724.61	7.26169	-39.8478	-4.12825	-13.9387	-0.280504	-1.86935	-0.0119405	-2.08451	1.45293	-2.60386	-0.267059	-0.736688	3.11106	2.28785	0.348806	-0.526667	0.420094	-0.161886	0.219345	-0.26226	1.55973	45.0611	-134.468	39.1006	-40.2927	14.0667	-38.147	-190.973	-5.97077	43.0351	4.32024	15.6509	0.405208	2.0228	-0.00426163	-2.08781	1.45752	-2.60783	-0.265656	-0.73896	3.11356	2.2715	-2.08781	1.45752	-2.60783	-0.265656	-0.73896	3.11356	2.2715	-1.66533e-16	-28.8147	-2.58482	-10.9925	-0.473641	-1.22733	0.03618	-1.98882	-1.23091	-0.0206211	-1.22631	-0.193755	-0.0888833	0.0395508	-1.67372	1.95321	1.40137	6.49132e-07	4.47035e-07	-1.15484e-07	
2724.62	7.72102	-44.6809	-4.65322	-15.8735	-0.334938	-2.12284	-0.0124047	-2.08072	1.4477	-2.59926	-0.268743	-0.73457	3.10802	2.30223	0.383615	-0.541449	0.493288	-0.159025	0.194311	-0.304222	1.36018	34.8091	-14.782	73.1945	2.86102	-25.034	-41.9617	-199.556	-6.38872	43.6773	4.44576	15.7784	0.3801	2.07072	0.00420466	-2.08451	1.45293	-2.60386	-0.267059	-0.736688	3.11106	2.28785	-2.08451	1.45293	-2.60386	-0.267059	-0.736688	3.11106	2.28785	4.82947e-15	-28.7872	-2.60458	-10.958	-0.465494	-1.23623	0.0326947	-1.57864	-1.51222	-0.0691061	-1.27305	-0.158034	-0.159027	0.0326993	-1.5045	1.30366	1.83528	-3.69735e-07	2.08616e-07	-7.45058e-08	
2724.63	5.92729	-45.0262	-4.59042	-16.3333	-0.423261	-2.08744	-0.00467951	-2.07642	1.44171	-2.59399	-0.270652	-0.732615	3.10441	2.31455	0.459194	-0.591993	0.568151	-0.200748	0.19145	-0.42367	1.12009	75.5787	-50.5447	74.8635	-41.7233	-2.86102	-119.448	-240.087	-7.01446	40.3789	4.21742	14.0913	0.277668	1.89654	0.0196332	-2.08072	1.4477	-2.59926	-0.268743	-0.73457	3.10802	2.30223	-2.08072	1.4477	-2.59926	-0.268743	-0.73457	3.10802	2.30223	8.88178e-16	-28.7547	-2.62698	-10.9178	-0.456063	-1.24631	0.0294018	-2.81373	-0.647955	0.0830278	-1.18331	-0.257406	0.00266781	0.0515929	-2.47079	2.63485	0.614809	7.86036e-07	6.85453e-07	-5.96046e-07	
2724.64	5.86025	-42.5401	-4.39046	-15.1444	-0.366075	-1.9568	-0.0135096	-2.0716	1.43509	-2.58801	-0.272848	-0.730838	3.10033	2.32477	0.512838	-0.674486	0.624895	-0.256062	0.19145	-0.466108	0.895977	53.6442	-82.4928	56.7436	-55.3131	0	-42.4385	-224.114	-6.04371	44.1634	4.5564	15.9242	0.388107	2.07585	0.0108594	-2.07642	1.44171	-2.59399	-0.270652	-0.732615	3.10441	2.31455	-2.07642	1.44171	-2.59399	-0.270652	-0.732615	3.10441	2.31455	7.77156e-16	-28.7174	-2.65269	-10.8709	-0.44532	-1.2573	0.0263068	-2.88782	-0.852687	0.068705	-1.31236	-0.265971	-0.0149675	0.0537001	-2.44472	2.84809	0.824312	1.4524e-06	9.53674e-07	-4.13507e-07	
2724.65	7.0551	-39.5104	-4.24102	-13.4711	-0.234073	-1.84551	-0.0308661	-2.06629	1.42774	-2.58118	-0.275261	-0.729363	3.09572	2.33286	0.545025	-0.776529	0.705004	-0.283718	0.153542	-0.459909	0.704288	32.1865	-102.043	80.1086	-27.6566	-37.9085	6.19888	-191.689	-5.20392	42.6975	4.39865	15.407	0.385643	2.00771	0.0119544	-2.0716	1.43509	-2.58801	-0.272848	-0.730838	3.10033	2.32477	-2.0716	1.43509	-2.58801	-0.272848	-0.730838	3.10033	2.32477	2.44249e-15	-28.6743	-2.68163	-10.8161	-0.433244	-1.26921	0.0234116	-2.51928	-0.96246	0.0396836	-1.28395	-0.231282	-0.062788	0.0469921	-2.32388	2.2172	1.04852	2.88943e-07	6.85453e-07	-9.45292e-08	
2724.66	5.27431	-42.7733	-4.48329	-15.2613	-0.366423	-1.99632	-0.0170779	-2.06045	1.41982	-2.57354	-0.277892	-0.728263	3.09056	2.33883	0.607014	-0.807047	0.807762	-0.272512	0.0970364	-0.552893	0.497818	61.9888	-30.5176	102.758	11.2057	-56.5052	-92.9833	-206.47	-4.10042	39.5931	4.06544	14.3166	0.375788	1.86506	0.0110091	-2.06629	1.42774	-2.58118	-0.275261	-0.729363	3.09572	2.33286	-2.06629	1.42774	-2.58118	-0.275261	-0.729363	3.09572	2.33286	4.44089e-16	-28.626	-2.71392	-10.7532	-0.420005	-1.28183	0.0207363	-2.49518	-0.808821	0.056372	-1.19656	-0.227072	-0.0354215	0.0463415	-2.20384	2.35225	0.807181	8.7783e-07	8.04663e-07	-4.49363e-07	
