0.036	0.011115	5.79705	-0.139004	1.70871	0.0551717	1.63569	-0.0324049	6.08055e-05	-0.69542	0.00291566	-1.04074	-0.0115066	0.513392	-0.113909	0.00265024	0.0711083	0.00235019	0.167608	-0.0274768	-0.352263	-0.286438	0.00265024	0.0711083	0.00235019	0.167608	-0.0274768	-0.352263	-0.286438	-1.11022e-16	-5.03982	0.146072	-2.3724	-0.0622971	-1.49177	0.0166403	-0.122694	0.0235427	-0.908155	-1.10225e-05	-0.000160088	-8.19069e-05	
0.037	0.0113842	5.80863	-0.138987	1.70401	0.055066	1.64134	-0.0327065	6.35147e-05	-0.695349	0.00291808	-1.04057	-0.0115347	0.513036	-0.114199	0.00270919	0.0708699	0.00242144	0.167131	-0.0280561	-0.356078	-0.289448	5.8946e-05	-0.000238419	7.12462e-05	-0.000476837	-0.000579283	-0.0038147	-0.00301003	-5.55112e-17	-5.03991	0.146071	-2.37128	-0.0622755	-1.4917	0.0166071	-0.123752	0.023912	-0.906357	-9.09916e-06	-0.000151163	-8.03783e-05	
0.038	0.0111536	5.7671	-0.139267	1.74053	0.0553835	1.64174	-0.0322322	6.62551e-05	-0.695282	0.00292058	-1.04042	-0.0115639	0.51269	-0.114494	0.00274047	0.0674725	0.00249688	0.158906	-0.0292407	-0.346363	-0.294819	3.12794e-05	-0.00339746	7.54369e-05	-0.00822544	-0.00118464	0.00971556	-0.00537187	-0.011115	-5.79705	0.139004	-1.70871	-0.0551717	-1.63569	0.0324049	-0.272361	0.0474031	-0.9139	4.17698e-05	0.000179311	-0.000135993	
0.039	0.010938	5.73179	-0.13968	1.77188	0.0557187	1.64124	-0.0317703	6.90548e-05	-0.695218	0.00292317	-1.04026	-0.0115944	0.512354	-0.114794	0.00279963	0.0640154	0.00258908	0.150919	-0.030526	-0.336111	-0.300199	5.91609e-05	-0.00345707	9.22009e-05	-0.00798701	-0.00128523	0.010252	-0.00537932	-0.0113842	-5.80863	0.138987	-1.70401	-0.055066	-1.64134	0.0327065	-0.276232	0.0482147	-0.913188	4.51937e-05	0.00019557	-0.000135856	
0.04	0.0107039	5.68602	-0.139828	1.80664	0.056086	1.64037	-0.0312723	7.18961e-05	-0.695157	0.00292583	-1.04012	-0.0116261	0.512028	-0.115099	0.00284138	0.0607371	0.00265636	0.14317	-0.0316789	-0.326157	-0.305437	4.17493e-05	-0.00327826	6.72881e-05	-0.0077486	-0.00115298	0.00995398	-0.00523776	-0.0111536	-5.7671	0.139267	-1.74053	-0.0553835	-1.64174	0.0322322	-0.272757	0.0472657	-0.91717	4.26945e-05	0.000195894	-0.000133278	
0.041	0.0104687	5.63454	-0.139959	1.84319	0.0564617	1.63938	-0.0307608	7.4771e-05	-0.695099	0.00292855	-1.03999	-0.0116589	0.511711	-0.11541	0.00287483	0.0575185	0.00272319	0.135541	-0.032804	-0.31656	-0.310682	3.3455e-05	-0.00321865	6.68224e-05	-0.00762939	-0.00112504	0.00959635	-0.00524521	-0.010938	-5.73179	0.13968	-1.77188	-0.0557187	-1.64124	0.0317703	-0.267453	0.0465792	-0.919803	4.05431e-05	0.000182727	-0.000133853	
0.042	0.0102556	5.58518	-0.13999	1.87629	0.0568608	1.63789	-0.0302731	7.76894e-05	-0.695045	0.00293134	-1.03986	-0.0116928	0.511404	-0.115726	0.00291842	0.054419	0.00278838	0.128388	-0.0339337	-0.307202	-0.315838	4.35903e-05	-0.00309944	6.51926e-05	-0.00715256	-0.00112969	0.0093579	-0.00515577	-0.0107039	-5.68603	0.139828	-1.80664	-0.056086	-1.64037	0.0312723	-0.264326	0.0462843	-0.923094	4.06759e-05	0.000183385	-0.000130911	
0.043	0.010023	5.52561	-0.139953	1.91296	0.057276	1.63601	-0.0297432	8.06248e-05	-0.694993	0.00293418	-1.03974	-0.0117278	0.511106	-0.116046	0.00293545	0.0514388	0.00284333	0.121355	-0.0349563	-0.297964	-0.320725	1.70257e-05	-0.00298023	5.4948e-05	-0.00703336	-0.00102259	0.00923872	-0.00488758	-0.0104687	-5.63454	0.139959	-1.84319	-0.0564617	-1.63938	0.0307608	-0.261061	0.0453432	-0.921223	3.95356e-05	0.000189728	-0.00012637	
0.044	0.00980951	5.46945	-0.13993	1.94754	0.0576971	1.63414	-0.0292386	8.35926e-05	-0.694945	0.00293709	-1.03962	-0.0117638	0.510817	-0.116372	0.00296773	0.0483394	0.00290456	0.114322	-0.0360422	-0.288963	-0.325784	3.22834e-05	-0.00309944	6.12345e-05	-0.00703335	-0.00108592	0.0090003	-0.00505894	-0.0102556	-5.58518	0.13999	-1.87629	-0.0568608	-1.63789	0.0302731	-0.254707	0.0450631	-0.924223	3.84838e-05	0.000170646	-0.000129126	
0.045	0.00958337	5.40282	-0.139778	1.98515	0.0581302	1.6319	-0.0287024	8.65679e-05	-0.6949	0.00294004	-1.03951	-0.0118008	0.510537	-0.116703	0.00297531	0.0454783	0.00295066	0.107646	-0.0369968	-0.28038	-0.330627	7.57421e-06	-0.00286102	4.61005e-05	-0.00667572	-0.000954606	0.00858307	-0.00484288	-0.010023	-5.52561	0.139953	-1.91296	-0.057276	-1.63601	0.0297432	-0.252229	0.0441698	-0.926074	3.70225e-05	0.000178538	-0.000123758	
0.046	0.00938348	5.34748	-0.13969	2.01534	0.0585238	1.62926	-0.0282218	8.95378e-05	-0.694857	0.00294303	-1.03941	-0.0118388	0.510265	-0.117038	0.00296993	0.0425577	0.00298978	0.101328	-0.0379262	-0.271857	-0.33544	-5.37699e-06	-0.00292063	3.91155e-05	-0.00631809	-0.00092946	0.00852346	-0.00481308	-0.00980951	-5.46945	0.13993	-1.94754	-0.0576971	-1.63414	0.0292386	-0.246147	0.0434604	-0.924413	3.50709e-05	0.000166209	-0.000124003	
