0.61	0.919867	-0.473389	3.07565	5.8871	0.744418	0.829978	-0.0499154	2.36876	-0.884176	-0.0100846	-1.77846	-0.0100033	0.894335	-1.49841	-0.271797	0.208259	-0.00994466	0.361919	-0.0093095	-0.153899	0.988245	-271.797	208.259	-9.94466	361.919	-9.3095	-153.899	988.245	-0.996641	0.648456	-3.35383	-5.66403	-0.775124	-0.773006	0.0531492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81285	-0.190378	8.55019	0.329596	1.57432	-3.36394e-09	-0.564056	-0.16023	-1.09673	-0.0495984	0.032031	-1.10768e-07	
0.615	0.735639	-0.0405091	2.40862	6.35866	0.668823	0.955966	-0.0420394	2.36744	-0.883297	-0.0100777	-1.77693	-0.00999445	0.893679	-1.49347	-0.257492	0.155628	0.00823382	0.27287	0.00865012	-0.117123	0.987768	14.3051	-52.6309	18.1785	-89.0493	17.9596	36.7761	-0.476837	-0.807819	0.194981	-2.6697	-6.17614	-0.698549	-0.908472	0.0450689	2.36876	-0.884176	-0.0100846	-1.77846	-0.0100033	0.894335	-1.49841	0	0	0	0	0	0	0	-1.66533e-16	1.80685	-0.189842	8.54447	0.328937	1.57486	3.79021e-08	-0.453639	-0.1317	-1.25433	-0.0511693	0.0347343	-1.23854e-07	
0.62	0.573607	0.271881	1.82284	6.76453	0.601677	1.05844	-0.0353604	2.36619	-0.88265	-0.0099918	-1.77579	-0.00990815	0.893185	-1.48856	-0.246286	0.11301	0.0224663	0.199795	0.0227056	-0.0870824	0.978112	11.2057	-42.6173	14.2325	-73.0753	14.0555	30.0407	-9.65595	-0.63484	-0.160592	-2.04407	-6.60889	-0.627167	-1.01999	0.0378646	2.36744	-0.883297	-0.0100777	-1.77693	-0.00999445	0.893679	-1.49347	2.36876	-0.884176	-0.0100846	-1.77846	-0.0100033	0.894335	-1.49841	-1.11022e-16	1.80243	-0.190413	8.54028	0.328321	1.57539	9.02776e-08	-0.352591	-0.109246	-1.38366	-0.0514075	0.0373995	-1.36133e-07	
0.625	0.429013	0.539262	1.3006	7.08529	0.540517	1.14118	-0.0293917	2.36499	-0.882193	-0.00984475	-1.77497	-0.00976121	0.892825	-1.48371	-0.237942	0.0777841	0.0334689	0.14019	0.0334354	-0.0625253	0.960946	8.34465	-35.2263	11.0026	-59.6046	10.7298	24.5571	-17.1661	-0.483689	-0.444926	-1.49797	-6.96231	-0.563724	-1.11025	0.0316266	2.36619	-0.88265	-0.0099918	-1.77579	-0.00990815	0.893185	-1.48856	2.36744	-0.883297	-0.0100777	-1.77693	-0.00999445	0.893679	-1.49347	0	1.79931	-0.191846	8.53735	0.327747	1.57591	2.65676e-08	-0.263545	-0.089477	-1.49056	-0.0538754	0.0403464	-1.46325e-07	
0.63	0.301847	0.740695	0.841873	7.35215	0.486091	1.20795	-0.0242341	2.36382	-0.881893	-0.00965223	-1.77442	-0.00956987	0.892573	-1.47898	-0.231981	0.0489354	0.0413498	0.0913143	0.0411067	-0.0426769	0.936389	5.96046	-28.8487	7.88085	-48.8758	7.6713	19.8484	-24.5571	-0.349012	-0.653224	-1.01224	-7.2588	-0.506458	-1.18304	0.0262024	2.36499	-0.882193	-0.00984475	-1.77497	-0.00976121	0.892825	-1.48371	2.36619	-0.88265	-0.0099918	-1.77579	-0.00990815	0.893185	-1.48856	1.11022e-16	1.79726	-0.193928	8.53542	0.327209	1.57641	-5.80237e-09	-0.184721	-0.0747832	-1.57724	-0.055347	0.0419396	-1.55544e-07	
0.635	0.186595	0.902591	0.427109	7.56489	0.435653	1.26102	-0.0195811	2.36267	-0.881721	-0.00942763	-1.77409	-0.0093471	0.89241	-1.47439	-0.227928	0.0250339	0.0467217	0.05126	0.0466416	-0.0263453	0.905633	4.05312	-23.9015	5.37187	-40.0543	5.53485	16.3317	-30.756	-0.227706	-0.842482	-0.575258	-7.48401	-0.453661	-1.24107	0.021248	2.36382	-0.881893	-0.00965223	-1.77442	-0.00956987	0.892573	-1.47898	2.36499	-0.882193	-0.00984475	-1.77497	-0.00976121	0.892825	-1.48371	-5.55112e-17	1.79613	-0.196476	8.5343	0.326708	1.5769	4.2739e-08	-0.113728	-0.0602652	-1.64609	-0.0574265	0.0445714	-1.6412e-07	
0.64	0.0845084	1.02056	0.0599546	7.73903	0.390676	1.30303	-0.0155333	2.36153	-0.881655	-0.00918285	-1.77393	-0.00910481	0.892318	-1.46997	-0.226259	0.00530481	0.0499021	0.0183582	0.0494122	-0.0133514	0.869393	1.66893	-19.7291	3.18047	-32.9018	2.77068	12.9938	-36.2396	-0.123872	-0.96064	-0.201611	-7.68105	-0.408268	-1.28709	0.017165	2.36267	-0.881721	-0.00942763	-1.77409	-0.0093471	0.89241	-1.47439	2.36382	-0.881893	-0.00965223	-1.77442	-0.00956987	0.892573	-1.47898	0	1.79575	-0.199329	8.53385	0.32624	1.57737	4.36942e-08	-0.0527536	-0.0504013	-1.70205	-0.0591873	0.045324	-1.71677e-07	
0.645	-0.00578431	1.10195	-0.264374	7.88518	0.350467	1.33631	-0.0120158	2.3604	-0.881679	-0.00892929	-1.77393	-0.00885408	0.892285	-1.46574	-0.226259	-0.0113249	0.0509303	-0.00929832	0.0502774	-0.00244379	0.828385	0	-16.6297	1.02818	-27.6566	0.865199	10.9076	-41.008	-0.0285232	-1.07325	0.141134	-7.83009	-0.365773	-1.32402	0.0133445	2.36153	-0.881655	-0.00918285	-1.77393	-0.00910481	0.892318	-1.46997	2.36267	-0.881721	-0.00942763	-1.77409	-0.0093471	0.89241	-1.47439	1.11022e-16	1.79603	-0.202334	8.53393	0.325807	1.57781	7.53051e-08	0.00306069	-0.0422745	-1.74372	-0.0577623	0.0471132	-1.75402e-07	
0.65	-0.0860575	1.16733	-0.552115	7.99811	0.31396	1.36218	-0.00885762	2.35927	-0.881779	-0.00867671	-1.77404	-0.00860393	0.8923	-1.46174	-0.227928	-0.0255704	0.0501117	-0.0324249	0.0497615	0.0064373	0.782728	-1.66893	-14.2455	-0.818633	-23.1266	-0.515953	8.88109	-45.6572	0.054444	-1.15185	0.438914	-7.94694	-0.328262	-1.35178	0.0100643	2.3604	-0.881679	-0.00892929	-1.77393	-0.00885408	0.892285	-1.46574	2.36153	-0.881655	-0.00918285	-1.77393	-0.00910481	0.892318	-1.46997	5.55112e-17	1.79689	-0.205361	8.53445	0.325407	1.57823	3.58266e-08	0.0519461	-0.0330461	-1.77892	-0.0608502	0.0485055	-1.81589e-07	
0.655	-0.155294	1.21266	-0.800292	8.08556	0.282255	1.38139	-0.0061662	2.35812	-0.881944	-0.00843329	-1.77426	-0.00836297	0.892355	-1.45797	-0.231028	-0.0377893	0.0475384	-0.051856	0.0471501	0.0138283	0.733495	-3.09944	-12.219	-2.57324	-19.4311	-2.61143	7.39098	-49.2334	0.12713	-1.18774	0.699455	-8.05636	-0.295316	-1.37407	0.00729827	2.35927	-0.881779	-0.00867671	-1.77404	-0.00860393	0.8923	-1.46174	2.3604	-0.881679	-0.00892929	-1.77393	-0.00885408	0.892285	-1.46574	-1.11022e-16	1.79827	-0.208299	8.53532	0.32504	1.57862	1.6024e-08	0.0948221	-0.0302902	-1.80257	-0.0584144	0.0493324	-1.85574e-07	
