0.142	0.0239454	5.70805	-0.138277	2.3383	0.0526182	2.0616	-0.0370799	0.000662975	-0.689023	0.00352537	-1.02635	-0.0174216	0.45353	-0.160984	0.00853726	0.048697	0.00880682	0.100851	-0.0813082	-0.766605	-0.592157	0.00853726	0.048697	0.00880682	0.100851	-0.0813082	-0.766605	-0.592157	0	-5.05146	0.147278	-2.26768	-0.0592434	-1.47488	0.0103731	-0.0755279	0.0226903	-0.916085	-3.29576e-05	-0.000147017	-7.16321e-05	
0.143	0.0243592	5.70746	-0.13749	2.34879	0.0526419	2.07275	-0.037387	0.000671563	-0.688975	0.00353423	-1.02625	-0.0175034	0.45276	-0.161579	0.00858819	0.0485182	0.00885571	0.100017	-0.0817347	-0.77042	-0.594854	5.09322e-05	-0.000178814	4.88944e-05	-0.000834465	-0.000426546	-0.0038147	-0.00269711	0	-5.05159	0.147302	-2.26684	-0.0592093	-1.47461	0.0102905	-0.0743238	0.0225665	-0.918961	-3.40438e-05	-0.000151769	-7.26239e-05	
0.144	0.0238426	5.6812	-0.136303	2.35238	0.0533754	2.05865	-0.0365771	0.000680154	-0.688928	0.00354305	-1.02615	-0.0175862	0.452016	-0.162181	0.00859023	0.0466108	0.00882102	0.0959635	-0.0828169	-0.744075	-0.602096	2.0368e-06	-0.00190735	-3.46918e-05	-0.00405312	-0.0010822	0.0263453	-0.00724196	-0.0239454	-5.70805	0.138277	-2.3383	-0.0526182	-2.0616	0.0370799	-0.355008	0.0788043	-1.12482	0.000139584	0.000855339	-0.000191426	
0.145	0.0233611	5.6672	-0.134471	2.35001	0.0542244	2.04455	-0.0358313	0.000688731	-0.688884	0.00355185	-1.02606	-0.0176701	0.451298	-0.162791	0.00857696	0.0444055	0.0087989	0.0916719	-0.0839475	-0.717699	-0.609651	-1.32713e-05	-0.00220537	-2.21189e-05	-0.00429153	-0.00113063	0.0263751	-0.00755489	-0.0243592	-5.70746	0.13749	-2.34879	-0.0526419	-2.07275	0.037387	-0.355436	0.0797699	-1.13377	0.000141112	0.000850488	-0.000199696	
0.146	0.0228829	5.63871	-0.131422	2.35276	0.0553218	2.03011	-0.0350646	0.000697285	-0.688841	0.00356062	-1.02597	-0.0177551	0.450606	-0.163408	0.00855455	0.0424981	0.00877096	0.0876188	-0.0849869	-0.69195	-0.616938	-2.24095e-05	-0.00190735	-2.79397e-05	-0.00405312	-0.00103936	0.0257492	-0.00728667	-0.0238426	-5.6812	0.136303	-2.35238	-0.0533753	-2.05865	0.0365771	-0.349064	0.0780779	-1.12637	0.000137964	0.00083612	-0.000191765	
0.147	0.0224621	5.62286	-0.127579	2.34906	0.056534	2.01603	-0.0343887	0.000705818	-0.688801	0.00356936	-1.02589	-0.0178411	0.44994	-0.164032	0.00853295	0.0404119	0.00874209	0.0835657	-0.0859722	-0.666797	-0.624001	-2.15955e-05	-0.00208616	-2.8871e-05	-0.00405312	-0.000985339	0.0251532	-0.00706315	-0.0233611	-5.6672	0.134471	-2.35001	-0.0542244	-2.04455	0.0358313	-0.341775	0.0764991	-1.1215	0.000134278	0.000811783	-0.000187411	
0.148	0.0220149	5.58037	-0.122366	2.35757	0.0580546	2.00181	-0.0336404	0.000714329	-0.688762	0.00357807	-1.02581	-0.017928	0.449297	-0.164663	0.00851141	0.0386238	0.00871113	0.0793934	-0.0868943	-0.642329	-0.630811	-2.15368e-05	-0.00178814	-3.09665e-05	-0.00417233	-0.000922009	0.0244677	-0.00680977	-0.0228829	-5.63871	0.131422	-2.35276	-0.0553218	-2.03011	0.0350646	-0.334826	0.0746547	-1.11618	0.000130466	0.000791434	-0.000181241	
0.149	0.0216684	5.56694	-0.116821	2.35026	0.0595578	1.98788	-0.0330549	0.000722811	-0.688726	0.00358676	-1.02573	-0.0180157	0.448679	-0.1653	0.00848196	0.0366569	0.00868645	0.0756979	-0.0877101	-0.618547	-0.637308	-2.94531e-05	-0.00196695	-2.468e-05	-0.00369548	-0.000815839	0.0237822	-0.00649691	-0.0224621	-5.62286	0.127579	-2.34906	-0.056534	-2.01603	0.0343887	-0.328059	0.0727339	-1.11159	0.000126231	0.000769104	-0.000176623	
0.15	0.0213439	5.54393	-0.110152	2.34635	0.0613078	1.97388	-0.0324728	0.000731283	-0.688691	0.00359543	-1.02566	-0.0181042	0.448083	-0.165944	0.00847189	0.0348687	0.00867154	0.0721216	-0.0885464	-0.59545	-0.643775	-1.00695e-05	-0.00178814	-1.49012e-05	-0.00357628	-0.000836328	0.0230968	-0.0064671	-0.0220149	-5.58037	0.122366	-2.35757	-0.0580546	-2.00181	0.0336404	-0.320198	0.0709498	-1.10403	0.000123704	0.000746083	-0.000172629	
0.151	0.0210251	5.51327	-0.102843	2.34746	0.0631871	1.96058	-0.031892	0.000739751	-0.688658	0.00360411	-1.02559	-0.0181936	0.44751	-0.166594	0.00846805	0.0329614	0.0086783	0.0680685	-0.089338	-0.573158	-0.650048	-3.84171e-06	-0.00190735	6.75209e-06	-0.00405312	-0.000791624	0.0222921	-0.00627339	-0.0216684	-5.56694	0.116821	-2.35026	-0.0595578	-1.98788	0.0330549	-0.313382	0.0692503	-1.10146	0.000119844	0.00071843	-0.000169901	
0.152	0.0207439	5.49038	-0.0947721	2.34372	0.0651638	1.94729	-0.0313727	0.000748211	-0.688627	0.00361278	-1.02553	-0.0182836	0.446959	-0.16725	0.00845996	0.0309944	0.00867411	0.0641346	-0.0899807	-0.551254	-0.655934	-8.09133e-06	-0.00196696	-4.19095e-06	-0.00393391	-0.000642613	0.0219047	-0.00588596	-0.0213439	-5.54393	0.110152	-2.34635	-0.0613078	-1.97388	0.0324728	-0.308529	0.0668848	-1.09535	0.000116001	0.000706978	-0.000162399	
0.153	0.020523	5.47494	-0.0861846	2.33459	0.0672399	1.934	-0.0309244	0.000756677	-0.688598	0.00362148	-1.02547	-0.0183742	0.446429	-0.167912	0.00846561	0.0290871	0.00869785	0.0605583	-0.0906307	-0.530005	-0.661731	5.64661e-06	-0.00190735	2.37487e-05	-0.00357628	-0.000650063	0.0212491	-0.00579655	-0.0210251	-5.51327	0.102843	-2.34746	-0.0631871	-1.96058	0.031892	-0.30131	0.0651627	-1.09099	0.000113092	0.000680105	-0.000160748	
0.154	0.0202733	5.43757	-0.0766281	2.33578	0.0695365	1.92062	-0.030411	0.000765151	-0.68857	0.00363021	-1.02541	-0.0184654	0.44592	-0.168579	0.0084741	0.0273585	0.00873092	0.0567436	-0.0912025	-0.509232	-0.667289	8.49832e-06	-0.00172853	3.3062e-05	-0.0038147	-0.000571832	0.0207722	-0.00555813	-0.0207439	-5.49038	0.0947721	-2.34372	-0.0651638	-1.94729	0.0313727	-0.296458	0.0632056	-1.08665	0.000110504	0.000666123	-0.000155472	
0.155	0.0200625	5.40874	-0.0665363	2.33282	0.0719002	1.9076	-0.029961	0.000773647	-0.688545	0.00363898	-1.02536	-0.0185571	0.445431	-0.169251	0.00849634	0.0254512	0.00877143	0.0528097	-0.0916906	-0.488937	-0.672609	2.22353e-05	-0.00190735	4.05125e-05	-0.00393391	-0.000488013	0.0202954	-0.00531971	-0.020523	-5.47494	0.0861846	-2.33459	-0.0672399	-1.934	0.0309244	-0.291158	0.0610302	-1.08181	0.000106708	0.000646067	-0.000151182	
0.156	0.0199279	5.39724	-0.0562548	2.32112	0.0742601	1.89522	-0.0296231	0.000782172	-0.688521	0.00364782	-1.02531	-0.0186492	0.444961	-0.169929	0.00852498	0.023365	0.00884151	0.048995	-0.0921544	-0.469506	-0.677898	2.86382e-05	-0.00208616	7.0082e-05	-0.0038147	-0.000463799	0.0194311	-0.00528991	-0.0202733	-5.43757	0.0766281	-2.33578	-0.0695365	-1.92062	0.030411	-0.28322	0.0587696	-1.07424	0.000102757	0.000616491	-0.000150457	
0.157	0.0197594	5.36348	-0.045075	2.31957	0.076853	1.88244	-0.029209	0.000790742	-0.6885	0.00365675	-1.02526	-0.0187418	0.444511	-0.170612	0.00856933	0.0214577	0.00893068	0.0449419	-0.0925809	-0.450194	-0.682846	4.43542e-05	-0.00190735	8.91741e-05	-0.00405312	-0.000426546	0.0193119	-0.00494719	-0.0200625	-5.40874	0.0665363	-2.33282	-0.0719002	-1.9076	0.029961	-0.280413	0.057143	-1.07062	0.000102693	0.000612248	-0.000143519	
0.158	0.0196325	5.3379	-0.0335166	2.31326	0.0794668	1.86993	-0.0288594	0.000799355	-0.68848	0.00366578	-1.02522	-0.0188347	0.444079	-0.1713	0.00861322	0.0194907	0.00902754	0.041008	-0.0928678	-0.431508	-0.687554	4.38886e-05	-0.00196695	9.68575e-05	-0.00393391	-0.000286847	0.0186861	-0.00470877	-0.0199279	-5.39724	0.0562548	-2.32112	-0.0742601	-1.89522	0.0296231	-0.274499	0.0545228	-1.06322	9.72179e-05	0.00058754	-0.00014101	
0.159	0.0195352	5.31239	-0.0214551	2.30688	0.0821803	1.85778	-0.0285418	0.000808034	-0.688463	0.00367493	-1.02519	-0.0189278	0.443666	-0.171992	0.00867923	0.0174642	0.00915024	0.0369549	-0.0931472	-0.413448	-0.692204	6.60075e-05	-0.00202656	0.000122702	-0.00405311	-0.000279397	0.0180602	-0.00464916	-0.0197594	-5.36348	0.045075	-2.31957	-0.076853	-1.88244	0.029209	-0.268808	0.0524359	-1.06074	9.46718e-05	0.000566598	-0.000139236	
