930.67,3.4752,-15.925,-6.7947,-1.2814,-0.33216,-1.5068,-0.064943,2.2736,1.4895,-2.7798,-1.2338,-2.0081,3.6122,-1.1959,-0.057221,-0.072002,0.056505,-0.066996,0.0016689,0.011683,-0.095606,-144.24,-84.162,-81.539,-66.042,215.29,432.01,3663.3,-4.6692,15.064,7.3769,0.69013,0.31639,1.4808,0.065554,-0.26792,-1.6145,-0.36894,-2.5105,-2.7129,1.6298,0.37093,-0.26792,-1.6145,-0.36894,-2.5105,-2.7129,1.6298,0.37093,-6.6613e-16,-21.009,-6.2431,-4.4298,-0.72662,-1.6351,-0.095223,-0.11235,-1.0607,-0.54709,-0.65482,-0.23658,-0.041489,-0.025783,0.45903,-1.5473,0.96272,-7.4506e-08,-2.3097e-07,-8.9407e-08
930.68,-1.2449,-18.797,-4.3077,-3.3652,-0.3462,-1.5955,-0.058064,2.273,1.4889,-2.7793,-1.2344,-2.008,3.6124,-1.1968,-0.048161,-0.061512,0.063419,-0.03624,0.026941,0.0097752,-0.094414,9.0599,10.49,6.9141,30.756,25.272,-1.9074,1.1921,0.43406,18.316,4.7397,3.0123,0.34496,1.5809,0.059374,2.2736,1.4895,-2.7798,-1.2338,-2.0081,3.6122,-1.1959,2.2736,1.4895,-2.7798,-1.2338,-2.0081,3.6122,-1.1959,2.7756e-16,-20.994,-6.2508,-4.4168,-0.72547,-1.6352,-0.095224,0.022823,-1.0091,-0.63745,-0.49145,-0.19478,-0.11606,-0.024118,0.1265,-1.1183,1.3762,0,-6.7055e-08,5.9605e-08
930.69,-4.532,-20.616,-2.5057,-4.7197,-0.33451,-1.6527,-0.051222,2.2725,1.4882,-2.7784,-1.2346,-2.0074,3.6124,-1.1979,-0.057697,-0.074625,0.10085,-0.016451,0.080586,0.0081062,-0.11802,-9.5367,-13.113,37.432,19.789,53.644,-1.6689,-23.603,3.9794,20.256,2.7915,4.4691,0.33297,1.6419,0.052065,2.273,1.4889,-2.7793,-1.2344,-2.008,3.6124,-1.1968,2.273,1.4889,-2.7793,-1.2344,-2.008,3.6124,-1.1968,1.1657e-15,-20.983,-6.2614,-4.4061,-0.72472,-1.6351,-0.09527,0.091701,-0.97485,-0.67928,-0.38964,-0.16656,-0.16342,-0.022771,-0.054801,-0.82294,1.6346,1.8627e-07,-2.5332e-07,-2.9802e-08
930.7,-6.9596,-22.386,-1.3493,-5.9316,-0.36842,-1.7057,-0.050015,2.2718,1.4874,-2.7771,-1.2346,-2.0063,3.6125,-1.1992,-0.078917,-0.09799,0.16284,0.0078678,0.15235,0.0054836,-0.15616,-21.219,-23.365,61.989,24.319,71.764,-2.6226,-38.147,6.5777,22.068,1.521,5.7199,0.36064,1.6977,0.050044,2.2725,1.4882,-2.7784,-1.2346,-2.0074,3.6124,-1.1979,2.2725,1.4882,-2.7784,-1.2346,-2.0074,3.6124,-1.1979,-3.3307e-16,-20.973,-6.2783,-4.3957,-0.72431,-1.6346,-0.095378,0.16934,-0.9489,-0.73417,-0.30341,-0.14541,-0.20219,-0.022061,-0.24016,-0.60972,1.853,1.5646e-07,-1.4156e-07,2.9802e-08
930.71,-8.5679,-23.587,-0.61468,-6.784,-0.40073,-1.7314,-0.049765,2.2709,1.4862,-2.7751,-1.2344,-2.0043,3.6125,-1.2011,-0.1111,-0.13709,0.24104,0.03624,0.23508,-0.00023842,-0.20146,-32.187,-39.101,78.201,28.372,82.731,-5.7221,-45.3,8.2521,23.213,0.70403,6.54,0.37935,1.725,0.048487,2.2718,1.4874,-2.7771,-1.2346,-2.0063,3.6125,-1.1992,2.2718,1.4874,-2.7771,-1.2346,-2.0063,3.6125,-1.1992,1.2213e-15,-20.962,-6.304,-4.3834,-0.72406,-1.6338,-0.09555,0.19065,-0.93668,-0.74749,-0.27683,-0.13849,-0.21211,-0.02177,-0.29241,-0.54666,1.9058,1.0803e-07,-1.7136e-07,5.9605e-08
930.72,-9.5387,-24.223,-0.1702,-7.2466,-0.41272,-1.7467,-0.048913,2.2696,1.4845,-2.7722,-1.234,-2.0014,3.6125,-1.2034,-0.14877,-0.18382,0.32854,0.052214,0.33402,-0.0021458,-0.26131,-37.67,-46.73,87.5,15.974,98.944,-1.9074,-59.843,9.2991,23.909,0.21738,7.0492,0.39261,1.7398,0.047557,2.2709,1.4862,-2.7751,-1.2344,-2.0043,3.6125,-1.2011,2.2709,1.4862,-2.7751,-1.2344,-2.0043,3.6125,-1.2011,1.3323e-15,-20.949,-6.3401,-4.3681,-0.7239,-1.6325,-0.09579,0.23777,-0.91669,-0.7794,-0.22494,-0.12563,-0.23274,-0.021324,-0.40298,-0.42705,2.0199,2.7567e-07,-2.6822e-07,2.9802e-08
930.73,-9.914,-24.034,0.11222,-7.2315,-0.38274,-1.7369,-0.045203,2.2679,1.4824,-2.7684,-1.2335,-1.9974,3.6125,-1.2064,-0.19097,-0.24343,0.42296,0.061035,0.4406,-0.0021458,-0.32783,-42.2,-59.605,94.414,8.8215,106.57,0,-66.519,9.964,24.035,-0.16608,7.2209,0.37644,1.7422,0.044682,2.2696,1.4845,-2.7722,-1.234,-2.0014,3.6125,-1.2034,2.2696,1.4845,-2.7722,-1.234,-2.0014,3.6125,-1.2034,-2.7756e-15,-20.931,-6.3875,-4.3482,-0.72362,-1.6308,-0.096096,0.24714,-0.90648,-0.7842,-0.20237,-0.11834,-0.24182,-0.020931,-0.43201,-0.35732,2.0673,3.5018e-07,-2.3842e-07,8.9407e-08
930.74,-10.402,-24.73,0.11485,-7.6616,-0.43606,-1.7516,-0.04902,2.2657,1.4797,-2.7636,-1.2327,-1.9925,3.6125,-1.21,-0.23198,-0.2923,0.52118,0.080347,0.54669,-0.0057221,-0.39077,-41.008,-48.876,98.228,19.312,106.1,-3.5763,-62.943,10.407,24.86,-0.08952,7.7298,0.44722,1.7538,0.050028,2.2679,1.4824,-2.7684,-1.2335,-1.9974,3.6125,-1.2064,2.2679,1.4824,-2.7684,-1.2335,-1.9974,3.6125,-1.2064,-1.7764e-15,-20.911,-6.4468,-4.324,-0.72325,-1.6287,-0.096468,0.30298,-0.89517,-0.82985,-0.17136,-0.11429,-0.24962,-0.021243,-0.54279,-0.34702,2.1186,1.8254e-07,2.2352e-08,8.9407e-08
930.75,-10.534,-25.141,-0.058613,-7.9123,-0.48411,-1.7531,-0.052861,2.2632,1.4765,-2.7579,-1.2319,-1.9864,3.6124,-1.2143,-0.27704,-0.34547,0.6218,0.10037,0.65422,-0.01049,-0.4518,-45.061,-53.167,100.61,20.027,107.53,-4.7684,-61.035,10.529,25.105,0.025654,7.8837,0.47715,1.7551,0.052341,2.2657,1.4797,-2.7636,-1.2327,-1.9925,3.6125,-1.21,2.2657,1.4797,-2.7636,-1.2327,-1.9925,3.6125,-1.21,-1.8874e-15,-20.886,-6.5181,-4.294,-0.72252,-1.6261,-0.096894,0.30046,-0.89414,-0.83074,-0.18399,-0.1184,-0.23877,-0.021542,-0.53023,-0.41285,2.0583,1.2666e-07,-2.3097e-07,5.9605e-08
930.76,-10.414,-24.866,-0.19023,-7.7843,-0.48242,-1.7406,-0.052773,2.2601,1.4727,-2.7511,-1.2308,-1.9792,3.6123,-1.2192,-0.31996,-0.40555,0.72217,0.10753,0.76604,-0.01049,-0.51975,-42.915,-60.081,100.37,7.1526,111.82,0,-67.949,10.429,24.99,0.19441,7.8543,0.49155,1.7411,0.053502,2.2632,1.4765,-2.7579,-1.2319,-1.9864,3.6124,-1.2143,2.2632,1.4765,-2.7579,-1.2319,-1.9864,3.6124,-1.2143,2.8866e-15,-20.857,-6.6013,-4.2588,-0.72144,-1.623,-0.097373,0.3056,-0.88812,-0.8357,-0.18305,-0.11836,-0.23383,-0.021623,-0.53852,-0.43768,2.0303,5.2154e-08,-7.4506e-08,1.1921e-07
930.77,-10.153,-24.678,-0.46922,-7.6942,-0.49944,-1.7224,-0.054484,2.2567,1.4683,-2.7433,-1.2296,-1.971,3.6122,-1.2247,-0.3655,-0.46515,0.82231,0.12136,0.87476,-0.014067,-0.57983,-45.538,-59.605,100.14,13.828,108.72,-3.5763,-60.081,10.176,24.729,0.43702,7.7168,0.49841,1.7255,0.05438,2.2601,1.4727,-2.7511,-1.2308,-1.9792,3.6123,-1.2192,2.2601,1.4727,-2.7511,-1.2308,-1.9792,3.6123,-1.2192,2.6645e-15,-20.823,-6.6961,-4.2176,-0.71982,-1.6193,-0.097892,0.3153,-0.88182,-0.84483,-0.17422,-0.11584,-0.23331,-0.021611,-0.55903,-0.43628,2.0287,3.6135e-07,-1.9372e-07,8.9407e-08
930.78,-9.7547,-24.361,-0.81527,-7.5432,-0.51579,-1.6939,-0.056259,2.2528,1.4633,-2.7345,-1.2283,-1.9616,3.612,-1.2308,-0.41223,-0.52762,0.9222,0.14019,0.97895,-0.018835,-0.63372,-46.73,-62.466,99.897,18.835,104.19,-4.7684,-53.883,9.9358,24.61,0.74874,7.6534,0.52224,1.7123,0.05685,2.2567,1.4683,-2.7433,-1.2296,-1.971,3.6122,-1.2247,2.2567,1.4683,-2.7433,-1.2296,-1.971,3.6122,-1.2247,1.2213e-15,-20.785,-6.8019,-4.1704,-0.71749,-1.6151,-0.098437,0.31624,-0.87801,-0.84829,-0.18192,-0.11834,-0.22299,-0.02184,-0.55671,-0.49609,1.9721,3.6508e-07,-2.0862e-07,1.1921e-07
